28980000	7.844	0.063479	0.0435548	0.05
28984000	7.844	0.0550893	0.0467807	0.05
28988000	7.83334	0.0534255	0.0500149	0.05
28992000	7.81419	0.0492293	0.0572558	0.05
28996000	7.78831	0.0484523	0.0595214	0.05
29000000	7.75717	0.049765	0.062351	0.05
29004000	7.72196	0.0492293	0.0643279	0.05
29008000	7.6837	0.0459969	0.0652479	0.05
29012000	7.64321	0.0458356	0.0671235	0.05
29016000	7.60115	0.0465242	0.0694128	0.05
29020000	7.55815	0.0464628	0.0711634	0.05
29024000	7.51466	0.0464509	0.0728709	0.05
29028000	7.47107	0.045733	0.0729881	0.05
29032000	7.42772	0.0461298	0.0740966	0.05
29036000	7.38486	0.0461862	0.0756967	0.05
29040000	7.34272	0.0467641	0.0778077	0.05
29044000	7.30149	0.0468536	0.0793391	0.05
29048000	7.26132	0.0494987	0.0823493	0.05
29052000	7.22232	0.0496501	0.0838466	0.05
29056000	7.18458	0.0498073	0.0853146	0.05
29060000	7.14817	0.0509545	0.0830343	0.05
29064000	7.11314	0.0512314	0.0862431	0.05
29068000	7.07952	0.0514145	0.0875681	0.05
29072000	7.04737	0.0515902	0.0888579	0.05
29076000	7.01668	0.0495559	0.0881131	0.05
29080000	6.98745	0.0518336	0.0883214	0.05
29084000	6.95968	0.0519726	0.0894233	0.05
29088000	6.93337	0.0458869	0.0904608	0.05
29092000	6.90849	0.0458383	0.0914853	0.05
29096000	6.88502	0.0548368	0.0961234	0.05
29100000	6.86295	0.0549632	0.0971566	0.05
29104000	6.84224	0.050006	0.0994491	0.05
29108000	6.82287	0.0499764	0.100432	0.05
29112000	6.80481	0.0507261	0.0997044	0.05
29116000	6.78802	0.0506703	0.100571	0.05
29120000	6.77245	0.0477771	0.101378	0.05
29124000	6.75809	0.0476235	0.102163	0.05
29128000	6.7449	0.0455829	0.10287	0.05
29132000	6.73283	0.0453556	0.103574	0.05
29136000	6.72185	0.046523	0.104331	0.05
29140000	6.71193	0.0462837	0.104957	0.05
29144000	6.70303	0.0449498	0.102353	0.05
29148000	6.6951	0.0446586	0.102854	0.05
29152000	6.68812	0.0423979	0.100744	0.05
29156000	6.68205	0.0420484	0.10114	0.05
29160000	6.67686	0.0448668	0.104739	0.05
29164000	6.6725	0.0445303	0.105111	0.05
29168000	6.66896	0.0466323	0.108351	0.05
29172000	6.66619	0.0462963	0.108692	0.05
29176000	6.66416	0.0413334	0.107574	0.05
29180000	6.66284	0.0409248	0.107837	0.05
29184000	6.6622	0.0425035	0.107259	0.05
29188000	6.66222	0.0420942	0.107457	0.05
29192000	6.66286	0.0400868	0.11087	0.05
