28712000	0	0	0	0	0	0	0.00321321	-0.00289347	-0.00910134	-0.0216415	0.00217999	-0.012204
28716000	0.0525086	0.0374392	-0.0216686	-0.0214743	-0.000644348	-0.00500498	0.00262306	-0.00286522	-0.00235414	-0.021669	-0.0107132	-0.0122519
28720000	0.0525086	0.0374392	-0.0216686	-0.0214743	-0.000644348	-0.00500498	0.00262306	-0.00286522	-0.00235414	-0.021669	-0.0107132	-0.0122519
28724000	0.0528775	0.0373869	-0.0214225	-0.0212447	-0.000814866	-0.00504763	-0.00429248	-0.00287634	-0.00491226	-0.0216915	0.00956176	-0.0122022
28728000	0.0528775	0.0373869	-0.0214225	-0.0212447	-0.000814866	-0.00504763	-0.00429248	-0.00287634	-0.00491226	-0.0216915	0.00956176	-0.0122022
28732000	0.0526829	0.0373478	-0.0212477	-0.0210248	-0.000675237	-0.00508929	-0.001595	-0.00290327	-9.52458e-05	-0.0217132	0.00280383	-0.0121421
28736000	0.0526829	0.0373478	-0.0212477	-0.0210248	-0.000675237	-0.00508929	-0.001595	-0.00290327	-9.52458e-05	-0.0217132	0.00280383	-0.0121421
28740000	0.0522346	0.0373177	-0.0210467	-0.0208153	-0.000295452	-0.00512717	-0.00073207	-0.00288771	0.00388559	-0.0216632	0.00307363	-0.0121277
28747000	0.0522346	0.0373177	-0.0210467	-0.0208153	-0.000295452	-0.00512717	-0.00073207	-0.00288771	0.00388559	-0.0216632	0.00307363	-0.0121277
28752000	0.052843	0.0374584	-0.0208742	-0.0206757	-0.0008039	-0.00520763	-0.00891186	-0.00295331	-0.000613057	-0.0216436	-0.000834729	-0.0121106
28770000	0.0526897	0.0372958	-0.0211631	-0.0204226	-0.0011734	-0.00528567	-0.00865225	-0.00299322	-0.000335391	-0.0216415	-0.00177441	-0.012112
28776000	0.0524804	0.0378289	-0.0226617	-0.0204704	-0.00150701	-0.00538062	-0.0017479	-0.00301927	0.012128	-0.021418	-0.00407483	-0.0121774
28780000	0.0524916	0.0377399	-0.0226593	-0.0202686	-0.00152474	-0.00547601	0.00608462	-0.00297875	-0.00231528	-0.0214265	0.00415699	-0.0121416
28784000	0.0524916	0.0377399	-0.0226593	-0.0202686	-0.00152474	-0.00547601	0.00608462	-0.00297875	-0.00231528	-0.0214265	0.00415699	-0.0121416
28789000	0.0523252	0.0377659	-0.0230778	-0.0201231	-0.00140412	-0.0055709	0.0036317	-0.0029309	0.00866609	-0.0213986	-0.00670638	-0.0121126
28792000	0.0521075	0.0376442	-0.0232537	-0.0199204	-0.00171182	-0.00566014	0.000502601	-0.00292371	0.00813315	-0.0213539	-0.0102628	-0.0121534
28796000	0.0521075	0.0376442	-0.0232537	-0.0199204	-0.00171182	-0.00566014	0.000502601	-0.00292371	0.00813315	-0.0213539	-0.0102628	-0.0121534
28800000	0.0516731	0.037635	-0.0232485	-0.019774	-0.00212727	-0.00578761	-0.000621565	-0.00292579	0.00512427	-0.0213031	-0.00750085	-0.0122049
28804000	0.0516731	0.037635	-0.0232485	-0.019774	-0.00212727	-0.00578761	-0.000621565	-0.00292579	0.00512427	-0.0213031	-0.00750085	-0.0122049
28808000	0.0515547	0.0376859	-0.0232354	-0.0196602	-0.00192083	-0.00591446	0.000311368	-0.00286865	0.00792836	-0.0213041	-0.00140925	-0.0121707
28812000	0.0515547	0.0376859	-0.0232354	-0.0196602	-0.00192083	-0.00591446	0.000311368	-0.00286865	0.00792836	-0.0213041	-0.00140925	-0.0121707
28816000	0.0512471	0.0376257	-0.0234145	-0.0194714	-0.00166089	-0.00603441	-0.00721721	-0.00292373	-0.000259158	-0.0212486	-0.0036473	-0.0121975
28820000	0.0512471	0.0376257	-0.0234145	-0.0194714	-0.00166089	-0.00603441	-0.00721721	-0.00292373	-0.000259158	-0.0212486	-0.0036473	-0.0121975
28824000	0.0504727	0.0375732	-0.0232519	-0.0192934	-0.00183202	-0.00617326	-0.00159761	-0.00298842	-0.0110065	-0.0213101	-0.00507671	-0.0122342
28828000	0.0504727	0.0375732	-0.0232519	-0.0192934	-0.00183202	-0.00617326	-0.00159761	-0.00298842	-0.0110065	-0.0213101	-0.00507671	-0.0122342
28832000	0.0504727	0.0375732	-0.0232519	-0.0192934	-0.00183202	-0.00617326	-0.00159761	-0.00298842	-0.0110065	-0.0213101	-0.00507671	-0.0122342
28836000	0.0503612	0.0375291	-0.0227942	-0.0191233	-0.00264934	-0.00631272	-0.000641163	-0.00296156	0.0143619	-0.021274	-0.00464851	-0.0122077
28840000	0.0501813	0.0374965	-0.0224768	-0.018961	-0.00258439	-0.00645225	0.00359749	-0.00294348	-0.000392181	-0.0212722	-0.0114209	-0.012245
28846000	0.0501813	0.0374965	-0.0224768	-0.018961	-0.00258439	-0.00645225	0.00359749	-0.00294348	-0.000392181	-0.0212722	-0.0114209	-0.012245
28852000	0.0498367	0.0375721	-0.0216702	-0.0188475	-0.00228878	-0.00660328	-0.00476015	-0.00296472	-0.00814024	-0.0213538	-0.0134637	-0.0123855
28856000	0.0496038	0.0374577	-0.0215977	-0.018653	-0.00258338	-0.00674109	-0.0158702	-0.00305639	-0.00805137	-0.0213984	-0.00571526	-0.0124109
28864000	0.0496038	0.0374577	-0.0215977	-0.018653	-0.00258338	-0.00674109	-0.0158702	-0.00305639	-0.00805137	-0.0213984	-0.00571526	-0.0124109
28868000	0.0489915	0.0375988	-0.0213713	-0.0185751	-0.00248025	-0.00684011	0.000948811	-0.0030755	0.000505162	-0.021403	-0.00335809	-0.0124332
28872000	0.0488158	0.037452	-0.0211344	-0.0183757	-0.00243893	-0.0069211	0.0145161	-0.00299897	0.00240586	-0.0213872	-0.00917961	-0.0124722
28876000	0.0488158	0.037452	-0.0211344	-0.0183757	-0.00243893	-0.0069211	0.0145161	-0.00299897	0.00240586	-0.0213872	-0.00917961	-0.0124722
