61252000	15.688	0.091254	0.0747244	0.05
61256000	15.688	0.0868071	0.082047	0.05
61260000	15.6667	0.0817736	0.0862895	0.05
61264000	15.6284	0.0790017	0.0883183	0.05
61268000	15.5766	0.0799861	0.0887435	0.05
61272000	15.5143	0.0779926	0.0908205	0.05
61276000	15.4438	0.0745751	0.0863084	0.05
61280000	15.3673	0.073409	0.088599	0.05
61284000	15.2863	0.0756823	0.0954912	0.05
61288000	15.2022	0.0748755	0.0974558	0.05
61292000	15.1161	0.0721227	0.101993	0.05
61296000	15.029	0.071698	0.103895	0.05
61300000	14.9418	0.0699233	0.104908	0.05
61304000	14.855	0.0696961	0.106818	0.05
61308000	14.7693	0.0764429	0.11004	0.05
61312000	14.685	0.0764075	0.11194	0.05
61316000	14.6024	0.0742886	0.11394	0.05
61320000	14.5221	0.0743474	0.115827	0.05
61324000	14.444	0.0727945	0.121764	0.05
61328000	14.3684	0.0728838	0.12371	0.05
61332000	14.2955	0.0736896	0.12363	0.05
61336000	14.2254	0.0738117	0.125499	0.05
61340000	14.1581	0.0731374	0.12452	0.05
61344000	14.0937	0.073238	0.126261	0.05
61348000	14.0323	0.0773201	0.127091	0.05
61352000	13.9737	0.0775013	0.128734	0.05
61356000	13.9181	0.0675573	0.125724	0.05
61360000	13.8654	0.0674521	0.127163	0.05
61364000	13.8156	0.0785708	0.137483	0.05
61368000	13.7685	0.0786909	0.139042	0.05
61372000	13.7243	0.0697269	0.136956	0.05
61376000	13.6828	0.0695862	0.13833	0.05
61380000	13.644	0.0751964	0.140453	0.05
61384000	13.6078	0.0751266	0.141739	0.05
61388000	13.5741	0.075971	0.13659	0.05
61392000	13.5429	0.0758607	0.13764	0.05
61396000	13.5141	0.0671039	0.144334	0.05
61400000	13.4876	0.0667721	0.145389	0.05
61404000	13.4633	0.0713461	0.140053	0.05
61408000	13.4413	0.0710484	0.140891	0.05
61412000	13.4214	0.0711145	0.152119	0.05
61416000	13.4034	0.0707699	0.153022	0.05
61420000	13.3875	0.0767925	0.150299	0.05
61424000	13.3735	0.0764905	0.151043	0.05
61428000	13.3612	0.0710678	0.148021	0.05
61432000	13.3507	0.0706457	0.148616	0.05
61436000	13.3419	0.0865523	0.149812	0.05
61440000	13.3348	0.0862783	0.150323	0.05
61444000	13.3291	0.0605092	0.150629	0.05
61448000	13.325	0.0599022	0.151052	0.05
61452000	13.3223	0.0741613	0.149918	0.05
61456000	13.3209	0.0736696	0.150246	0.05
61460000	13.3208	0.0645707	0.153666	0.05
61464000	13.322	0.0639669	0.153946	0.05
61468000	13.3244	0.0548779	0.154154	0.05
61472000	13.3279	0.0541828	0.154362	0.05
61476000	13.3325	0.0671328	0.151195	0.05
61480000	13.3381	0.0665161	0.151314	0.05
61484000	13.3447	0.0681342	0.155526	0.05
61488000	13.3522	0.0675078	0.155613	0.05
61492000	13.3606	0.0627205	0.152458	0.05
61496000	13.3699	0.0620508	0.152473	0.05
61500000	13.38	0.0697558	0.15707	0.05
61504000	13.3908	0.0691091	0.157059	0.05
61508000	13.4023	0.0660613	0.154917	0.05
61512000	13.4145	0.0653862	0.154852	0.05
61516000	13.4274	0.0520607	0.158022	0.05
61520000	13.4409	0.051329	0.157929	0.05
61524000	13.4549	0.0498249	0.163749	0.05
61528000	13.4695	0.049088	0.163637	0.05
61532000	13.4846	0.0589155	0.150279	0.05
61536000	13.5001	0.0582055	0.150099	0.05
61540000	13.5161	0.059006	0.152121	0.05
61544000	13.5325	0.0582948	0.151921	0.05
61548000	13.5493	0.0491743	0.154764	0.05
61552000	13.5665	0.0484461	0.154547	0.05
61556000	13.584	0.0506312	0.160966	0.05
61560000	13.6019	0.0499089	0.160738	0.05
61564000	13.62	0.0474956	0.153661	0.05
61568000	13.6384	0.0467733	0.153406	0.05
61572000	13.657	0.0491506	0.16521	0.05
61576000	13.6759	0.0484347	0.164951	0.05
61580000	13.695	0.0477207	0.164684	0.05
61584000	13.7142	0.0463172	0.151007	0.05
61588000	13.7337	0.0354516	0.153716	0.05
61592000	13.7533	0.0347407	0.153425	0.05
61596000	13.773	0.0400431	0.147104	0.05
61600000	13.7929	0.0393418	0.146804	0.05
61604000	13.8128	0.0321186	0.16271	0.05
61608000	13.8329	0.0314235	0.162406	0.05
61612000	13.853	0.0343101	0.156582	0.05
61616000	13.8732	0.0336235	0.156271	0.05
61620000	13.8935	0.0425703	0.143647	0.05
61624000	13.9138	0.0418895	0.143335	0.05
61628000	13.9341	0.0412127	0.143023	0.05
