79404000	0	0	0	0	0	0	0.00161169	-0.0034152	0.00578099	0.00217609	-0.0152048	-0.00660191
79408000	-0.0314797	-0.00837517	-0.020427	-0.0294235	-0.0029871	0.00647935	-0.00539604	-0.00342427	-0.0132569	0.00208483	-0.000603484	-0.00664027
79412000	-0.0314797	-0.00837517	-0.020427	-0.0294235	-0.0029871	0.00647935	-0.00539604	-0.00342427	-0.0132569	0.00208483	-0.000603484	-0.00664027
79416000	-0.0315592	-0.00845162	-0.020336	-0.0294836	-0.00288578	0.00660527	0.0154883	-0.00335978	0.00990201	0.00213236	0.00280767	-0.0066356
79420000	-0.0315592	-0.00845162	-0.020336	-0.0294836	-0.00288578	0.00660527	0.0154883	-0.00335978	0.00990201	0.00213236	0.00280767	-0.0066356
79424000	-0.0314541	-0.00853182	-0.0202275	-0.0295446	-0.00306523	0.00670717	-0.0123615	-0.00338676	0.00541243	0.00215131	0.00888342	-0.00658491
79428000	-0.0314541	-0.00853182	-0.0202275	-0.0295446	-0.00306523	0.00670717	-0.0123615	-0.00338676	0.00541243	0.00215131	0.00888342	-0.00658491
79432000	-0.0313386	-0.00861493	-0.0201345	-0.0296078	-0.00290288	0.00680589	0.0103466	-0.00335198	0.00690364	0.00220829	-0.00303767	-0.00658419
79436000	-0.0313386	-0.00861493	-0.0201345	-0.0296078	-0.00290288	0.00680589	0.0103466	-0.00335198	0.00690364	0.00220829	-0.00303767	-0.00658419
79440000	-0.0314738	-0.00870172	-0.0199368	-0.0296717	-0.00274683	0.00690329	-0.00105815	-0.00333654	-0.00363172	0.00221402	-0.000454091	-0.0066122
79444000	-0.0314738	-0.00870172	-0.0199368	-0.0296717	-0.00274683	0.00690329	-0.00105815	-0.00333654	-0.00363172	0.00221402	-0.000454091	-0.0066122
79448000	-0.0312886	-0.00879248	-0.0200532	-0.029738	-0.00259499	0.00701154	0.00766705	-0.00328877	0.0118616	0.00226459	0.0185259	-0.00649858
79452000	-0.0312886	-0.00879248	-0.0200532	-0.029738	-0.00259499	0.00701154	0.00766705	-0.00328877	0.0118616	0.00226459	0.0185259	-0.00649858
79456000	-0.0310302	-0.00888445	-0.0202166	-0.0298073	-0.00258291	0.00711663	-0.00376576	-0.00330669	-0.00471681	0.00226721	-0.00989661	-0.00653972
79460000	-0.0310302	-0.00888445	-0.0202166	-0.0298073	-0.00258291	0.00711663	-0.00376576	-0.00330669	-0.00471681	0.00226721	-0.00989661	-0.00653972
79464000	-0.0311813	-0.0089797	-0.0200108	-0.0298793	-0.00244484	0.00721964	-0.000575373	-0.00329961	0.00105411	0.002245	0.0062483	-0.00646827
79468000	-0.0311813	-0.0089797	-0.0200108	-0.0298793	-0.00244484	0.00721964	-0.000575373	-0.00329961	0.00105411	0.002245	0.0062483	-0.00646827
79472000	-0.0311813	-0.0089797	-0.0200108	-0.0298793	-0.00244484	0.00721964	-0.000575373	-0.00329961	0.00105411	0.002245	0.0062483	-0.00646827
79476000	-0.0311813	-0.0089797	-0.0200108	-0.0298793	-0.00244484	0.00721964	-0.000575373	-0.00329961	0.00105411	0.002245	0.0062483	-0.00646827
79480000	-0.0312128	-0.00902224	-0.0198959	-0.0299257	-0.0023537	0.00729499	-0.00606272	-0.00332549	0.00446172	0.00225716	0.0130953	-0.00643611
79484000	-0.0311495	-0.0090697	-0.0197797	-0.0299742	-0.00243945	0.00736861	-0.014338	-0.00338168	0.00578676	0.00227876	0.00048055	-0.00643532
79488000	-0.0311495	-0.0090697	-0.0197797	-0.0299742	-0.00243945	0.00736861	-0.014338	-0.00338168	0.00578676	0.00227876	0.00048055	-0.00643532
79492000	-0.0311495	-0.0090697	-0.0197797	-0.0299742	-0.00243945	0.00736861	-0.014338	-0.00338168	0.00578676	0.00227876	0.00048055	-0.00643532
79496000	-0.0309804	-0.0091205	-0.0200025	-0.0300254	-0.00279456	0.00743729	-0.0150024	-0.00347994	-0.00202126	0.00229042	-0.0042505	-0.00649222
79500000	-0.0308562	-0.00917467	-0.0198365	-0.03008	-0.00267183	0.00747631	-0.0120128	-0.00352701	-0.00178491	0.00228189	-0.0039999	-0.00650903
